id,publication_date,period_date,timestamp,location_id,cost,revenue,profit
44,2022-04-06 00:00:00.000,D,13,2022-04-11 00:00:00.000,173.0599,542.5366,-1192.8239
45,2022-04-06 00:00:00.000,D,27,2022-04-11 00:00:00.000,840.5612,1055.2091,-152.6374
46,2022-04-06 00:00:00.000,D,3,2022-04-12 00:00:00.000,135.1632,370.1914,418.6037
47,2022-04-06 00:00:00.000,D,13,2022-04-12 00:00:00.000,921.4292,1209.0616,517.3159
48,2022-04-06 00:00:00.000,D,27,2022-04-12 00:00:00.000,754.3673,201.0887,-985.5163
49,2022-04-06 00:00:00.000,D,3,2022-04-13 00:00:00.000,931.436,754.2381,-77.0851
50,2022-04-06 00:00:00.000,D,13,2022-04-13 00:00:00.000,431.9172,790.2557,45.3997
51,2022-04-06 00:00:00.000,D,27,2022-04-13 00:00:00.000,203.9502,814.9279,787.4169
52,2022-04-06 00:00:00.000,W,3,2022-04-13 00:00:00.000,7934.3819,7987.8719,-3144.04
53,2022-04-06 00:00:00.000,W,13,2022-04-13 00:00:00.000,1448.4791,2463.9001,-5596.8588
54,2022-04-06 00:00:00.000,W,27,2022-04-13 00:00:00.000,4747.1885,8797.2117,-1430.5809
55,2022-04-06 00:00:00.000,W,3,2022-04-20 00:00:00.000,705.4394,4633.2521,-6278.94
56,2022-04-06 00:00:00.000,W,13,2022-04-20 00:00:00.000,6520.2952,4418.6113,-2397.5204
57,2022-04-06 00:00:00.000,W,27,2022-04-20 00:00:00.000,118.0785,5862.31,-1437.7213
58,2022-04-06 00:00:00.000,M,3,2022-05-06 00:00:00.000,4537.1553,2295.4962,-14683.7455
59,2022-04-06 00:00:00.000,M,13,2022-05-06 00:00:00.000,31421.6568,30625.0069,-8282.2035
60,2022-04-06 00:00:00.000,M,27,2022-05-06 00:00:00.000,33755.5837,19623.2968,-33551.7485
61,2022-04-07 00:00:00.000,D,3,2022-04-08 00:00:00.000,199.2056,465.9323,130.0324
62,2022-04-07 00:00:00.000,D,13,2022-04-08 00:00:00.000,429.9432,595.023,456.7372
63,2022-04-07 00:00:00.000,D,27,2022-04-08 00:00:00.000,995.9982,1309.7206,-108.0936
64,2022-04-07 00:00:00.000,D,3,2022-04-09 00:00:00.000,494.3436,107.5917,584.7481
65,2022-04-07 00:00:00.000,D,13,2022-04-09 00:00:00.000,264.6022,602.6559,-543.7347
66,2022-04-07 00:00:00.000,D,27,2022-04-09 00:00:00.000,736.4703,388.3215,251.7678
67,2022-04-07 00:00:00.000,D,3,2022-04-10 00:00:00.000,617.6522,746.6401,-242.1252
68,2022-04-07 00:00:00.000,D,13,2022-04-10 00:00:00.000,774.1677,1320.1746,-109.1626
69,2022-04-07 00:00:00.000,D,27,2022-04-10 00:00:00.000,1.607,677.9851,66.1059
70,2022-04-07 00:00:00.000,D,3,2022-04-11 00:00:00.000,1119.8105,816.2042,767.1478
71,2022-04-07 00:00:00.000,D,13,2022-04-11 00:00:00.000,676.1943,954.8543,-786.1711
72,2022-04-07 00:00:00.000,D,27,2022-04-11 00:00:00.000,1057.5663,339.4807,-549.46
73,2022-04-07 00:00:00.000,D,3,2022-04-12 00:00:00.000,306.2787,368.1653,-339.6718
74,2022-04-07 00:00:00.000,D,13,2022-04-12 00:00:00.000,301.049,1086.9616,209.0213
75,2022-04-07 00:00:00.000,D,27,2022-04-12 00:00:00.000,251.2296,972.5672,-409.1744
76,2022-04-07 00:00:00.000,D,3,2022-04-13 00:00:00.000,434.5835,307.3905,-202.2158
77,2022-04-07 00:00:00.000,D,13,2022-04-13 00:00:00.000,921.8783,938.8007,-959.9586
78,2022-04-07 00:00:00.000,D,27,2022-04-13 00:00:00.000,196.7279,619.7326,-601.493
79,2022-04-07 00:00:00.000,D,3,2022-04-14 00:00:00.000,1085.1841,1075.207,57.185
80,2022-04-07 00:00:00.000,D,13,2022-04-14 00:00:00.000,1194.7815,1084.0374,-142.2943
81,2022-04-07 00:00:00.000,D,27,2022-04-14 00:00:00.000,1034.714,1119.4616,-1152.6192
82,2022-04-07 00:00:00.000,W,3,2022-04-14 00:00:00.000,284.8249,4354.9661,-3151.3806
83,2022-04-07 00:00:00.000,W,13,2022-04-14 00:00:00.000,1296.0417,4958.0122,-676.5278
84,2022-04-07 00:00:00.000,W,27,2022-04-14 00:00:00.000,4872.1358,634.5674,-8297.2065
85,2022-04-07 00:00:00.000,W,3,2022-04-21 00:00:00.000,8392.1164,437.9547,-7611.4339
86,2022-04-07 00:00:00.000,W,13,2022-04-21 00:00:00.000,1683.9988,675.2182,443.5806
87,2022-04-07 00:00:00.000,W,27,2022-04-21 00:00:00.000,6879.1432,4972.8203,-455.2991
88,2022-04-07 00:00:00.000,M,3,2022-05-07 00:00:00.000,2493.2359,17561.5767,-31495.1786
89,2022-04-07 00:00:00.000,M,13,2022-05-07 00:00:00.000,19318.6755,2825.9931,-2211.5214
90,2022-04-07 00:00:00.000,M,27,2022-05-07 00:00:00.000,6627.2969,21619.0723,-18937.8377
91,2022-04-08 00:00:00.000,D,3,2022-04-09 00:00:00.000,299.2122,983.7138,-40.9435
92,2022-04-08 00:00:00.000,D,13,2022-04-09 00:00:00.000,909.8154,509.9994,1083.6769
93,2022-04-08 00:00:00.000,D,27,2022-04-09 00:00:00.000,1110.1373,1117.6236,-589.6846
94,2022-04-08 00:00:00.000,D,3,2022-04-10 00:00:00.000,620.9323,509.6223,-857.7468
95,2022-04-08 00:00:00.000,D,13,2022-04-10 00:00:00.000,147.973,1163.364,-845.3644
96,2022-04-08 00:00:00.000,D,27,2022-04-10 00:00:00.000,218.3986,939.4175,-1079.3195
97,2022-04-08 00:00:00.000,D,3,2022-04-11 00:00:00.000,259.07,216.8445,-279.1603
98,2022-04-08 00:00:00.000,D,13,2022-04-11 00:00:00.000,950.4938,77.3604,109.9018
99,2022-04-08 00:00:00.000,D,27,2022-04-11 00:00:00.000,589.4293,637.1284,668.5826
100,2022-04-08 00:00:00.000,D,3,2022-04-12 00:00:00.000,410.9104,1275.9763,-250.517
101,2022-04-08 00:00:00.000,D,13,2022-04-12 00:00:00.000,219.8836,1126.5934,-171.8507
102,2022-04-08 00:00:00.000,D,27,2022-04-12 00:00:00.000,1109.2256,582.2426,547.7354
103,2022-04-08 00:00:00.000,D,3,2022-04-13 00:00:00.000,757.0837,882.4723,310.1842
104,2022-04-08 00:00:00.000,D,13,2022-04-13 00:00:00.000,923.7578,433.2533,825.1863
105,2022-04-08 00:00:00.000,D,27,2022-04-13 00:00:00.000,1091.3666,494.2803,-627.8272
106,2022-04-08 00:00:00.000,D,3,2022-04-14 00:00:00.000,981.5533,1238.2829,-683.6445
107,2022-04-08 00:00:00.000,D,13,2022-04-14 00:00:00.000,1013.8664,1197.482,132.2764
108,2022-04-08 00:00:00.000,D,27,2022-04-14 00:00:00.000,106.8295,276.5542,68.8126
109,2022-04-08 00:00:00.000,D,3,2022-04-15 00:00:00.000,700.9304,275.0738,-66.8932
110,2022-04-08 00:00:00.000,D,13,2022-04-15 00:00:00.000,40.7561,554.506,-390.139
111,2022-04-08 00:00:00.000,D,27,2022-04-15 00:00:00.000,1193.6377,129.7115,114.8715
112,2022-04-08 00:00:00.000,W,3,2022-04-15 00:00:00.000,5910.7494,5643.8246,-4071.0184
113,2022-04-08 00:00:00.000,W,13,2022-04-15 00:00:00.000,6496.8151,1631.2795,-4776.0579
114,2022-04-08 00:00:00.000,W,27,2022-04-15 00:00:00.000,5325.2429,9114.1291,-8216.8985
115,2022-04-08 00:00:00.000,W,3,2022-04-22 00:00:00.000,3871.4635,2862.5572,-3955.7789
116,2022-04-08 00:00:00.000,W,13,2022-04-22 00:00:00.000,3410.5265,4083.7966,-2007.77
117,2022-04-08 00:00:00.000,W,27,2022-04-22 00:00:00.000,12.2591,7378.096,-4803.6913
118,2022-04-08 00:00:00.000,M,3,2022-05-08 00:00:00.000,27500.5165,15266.6245,-37094.3501
119,2022-04-08 00:00:00.000,M,13,2022-05-08 00:00:00.000,21404.0151,8037.9673,-14099.0324
120,2022-04-08 00:00:00.000,M,27,2022-05-08 00:00:00.000,760.2375,21435.9662,-40397.1306
121,2022-04-09 00:00:00.000,D,3,2022-04-10 00:00:00.000,197.8326,311.5502,40.2085
122,2022-04-09 00:00:00.000,D,13,2022-04-10 00:00:00.000,431.4511,773.3794,-188.3203
123,2022-04-09 00:00:00.000,D,27,2022-04-10 00:00:00.000,506.2856,646.6977,-797.4127
124,2022-04-09 00:00:00.000,D,3,2022-04-11 00:00:00.000,1054.2168,160.4874,217.6153
125,2022-04-09 00:00:00.000,D,13,2022-04-11 00:00:00.000,247.4566,618.2849,196.7386
126,2022-04-09 00:00:00.000,D,27,2022-04-11 00:00:00.000,839.2473,793.582,4.7288
127,2022-04-09 00:00:00.000,D,3,2022-04-12 00:00:00.000,549.5105,578.6474,497.9586
128,2022-04-09 00:00:00.000,D,13,2022-04-12 00:00:00.000,1175.3721,9.6596,-749.8592
129,2022-04-09 00:00:00.000,D,27,2022-04-12 00:00:00.000,1071.9189,705.5754,820.7463
130,2022-04-09 00:00:00.000,D,3,2022-04-13 00:00:00.000,608.0196,610.0636,-265.4053
131,2022-04-09 00:00:00.000,D,13,2022-04-13 00:00:00.000,276.239,81.781,-33.784
132,2022-04-09 00:00:00.000,D,27,2022-04-13 00:00:00.000,916.4443,163.8723,-426.8233
133,2022-04-09 00:00:00.000,D,3,2022-04-14 00:00:00.000,990.0615,1179.7584,256.0586
134,2022-04-09 00:00:00.000,D,13,2022-04-14 00:00:00.000,563.6199,460.9053,225.9085
135,2022-04-09 00:00:00.000,D,27,2022-04-14 00:00:00.000,905.793,600.5425,-88.9092
136,2022-04-09 00:00:00.000,D,3,2022-04-15 00:00:00.000,441.7183,948.3452,273.7016
137,2022-04-09 00:00:00.000,D,13,2022-04-15 00:00:00.000,790.9147,518.1426,-497.3489
138,2022-04-09 00:00:00.000,D,27,2022-04-15 00:00:00.000,1226.0891,1152.047,267.2798
139,2022-04-09 00:00:00.000,D,3,2022-04-16 00:00:00.000,1204.5826,968.397,-999.0063
140,2022-04-09 00:00:00.000,D,13,2022-04-16 00:00:00.000,306.8585,1227.5944,-419.8415
141,2022-04-09 00:00:00.000,D,27,2022-04-16 00:00:00.000,882.5944,484.5696,-875.4892
142,2022-04-09 00:00:00.000,W,3,2022-04-16 00:00:00.000,8070.8349,3166.6572,-9395.9962
143,2022-04-09 00:00:00.000,W,13,2022-04-16 00:00:00.000,7384.7998,3710.7295,-3147.3123
144,2022-04-09 00:00:00.000,W,27,2022-04-16 00:00:00.000,3850.215,5444.5256,-6434.804
145,2022-04-09 00:00:00.000,W,3,2022-04-23 00:00:00.000,7286.2604,4121.8885,-7864.3923
146,2022-04-09 00:00:00.000,W,13,2022-04-23 00:00:00.000,7985.4834,5359.5373,-97.0242
147,2022-04-09 00:00:00.000,W,27,2022-04-23 00:00:00.000,7547.3134,1673.2536,-915.1377
148,2022-04-09 00:00:00.000,M,3,2022-05-09 00:00:00.000,306.2741,3688.6491,-25517.0342
149,2022-04-09 00:00:00.000,M,13,2022-05-09 00:00:00.000,6781.2582,13549.5804,-33504.0933
150,2022-04-09 00:00:00.000,M,27,2022-05-09 00:00:00.000,29459.5026,2290.3101,-17566.0028
151,2022-04-10 00:00:00.000,D,3,2022-04-11 00:00:00.000,960.2678,101.698,364.7907
152,2022-04-10 00:00:00.000,D,13,2022-04-11 00:00:00.000,873.7753,536.0506,-104.7281
153,2022-04-10 00:00:00.000,D,27,2022-04-11 00:00:00.000,384.8444,393.4505,8.9098
154,2022-04-10 00:00:00.000,D,3,2022-04-12 00:00:00.000,1112.2835,1340.5691,-138.2746
155,2022-04-10 00:00:00.000,D,13,2022-04-12 00:00:00.000,1103.3436,1238.8216,84.015
156,2022-04-10 00:00:00.000,D,27,2022-04-12 00:00:00.000,1200.6565,1265.5075,-42.7726
157,2022-04-10 00:00:00.000,D,3,2022-04-13 00:00:00.000,787.7198,761.0337,168.9417
158,2022-04-10 00:00:00.000,D,13,2022-04-13 00:00:00.000,72.7575,1173.54,20.4361
159,2022-04-10 00:00:00.000,D,27,2022-04-13 00:00:00.000,1209.3857,827.6684,111.9438
160,2022-04-10 00:00:00.000,D,3,2022-04-14 00:00:00.000,123.5771,1376.1985,383.8031
161,2022-04-10 00:00:00.000,D,13,2022-04-14 00:00:00.000,820.5559,401.1385,59.9106
162,2022-04-10 00:00:00.000,D,27,2022-04-14 00:00:00.000,1127.1956,917.8493,111.5077
163,2022-04-10 00:00:00.000,D,3,2022-04-15 00:00:00.000,397.2814,568.9398,-193.9353
164,2022-04-10 00:00:00.000,D,13,2022-04-15 00:00:00.000,917.1622,1180.2511,5.3426
165,2022-04-10 00:00:00.000,D,27,2022-04-15 00:00:00.000,1071.5092,1075.5835,-487.4627
166,2022-04-10 00:00:00.000,D,3,2022-04-16 00:00:00.000,434.5817,1295.4887,-102.7639
167,2022-04-10 00:00:00.000,D,13,2022-04-16 00:00:00.000,479.4764,1042.5199,731.0242
168,2022-04-10 00:00:00.000,D,27,2022-04-16 00:00:00.000,819.7477,255.0286,431.7664
169,2022-04-10 00:00:00.000,D,3,2022-04-17 00:00:00.000,125.8665,973.0955,-656.8692
170,2022-04-10 00:00:00.000,D,13,2022-04-17 00:00:00.000,1111.4958,1209.0516,115.1894
171,2022-04-10 00:00:00.000,D,27,2022-04-17 00:00:00.000,1100.314,348.6204,-495.4272
172,2022-04-10 00:00:00.000,W,3,2022-04-17 00:00:00.000,1556.4429,3291.8514,-2879.6451
173,2022-04-10 00:00:00.000,W,13,2022-04-17 00:00:00.000,4374.2037,9293.0139,194.2606
174,2022-04-10 00:00:00.000,W,27,2022-04-17 00:00:00.000,5128.5837,579.4877,269.0929
175,2022-04-10 00:00:00.000,W,3,2022-04-24 00:00:00.000,1857.1351,5731.59,-4366.4371
176,2022-04-10 00:00:00.000,W,13,2022-04-24 00:00:00.000,7662.4914,8593.6259,-4754.2105
177,2022-04-10 00:00:00.000,W,27,2022-04-24 00:00:00.000,5377.6252,821.6851,134.6634
178,2022-04-10 00:00:00.000,M,3,2022-05-10 00:00:00.000,1919.5704,15205.2794,-2607.989
179,2022-04-10 00:00:00.000,M,13,2022-05-10 00:00:00.000,9617.6544,5381.5218,-2600.7237
180,2022-04-10 00:00:00.000,M,27,2022-05-10 00:00:00.000,18922.1373,9707.9449,-17073.6458
181,2022-04-11 00:00:00.000,D,3,2022-04-12 00:00:00.000,1007.3606,470.161,-496.3239
182,2022-04-11 00:00:00.000,D,13,2022-04-12 00:00:00.000,941.1811,644.1632,621.8906
183,2022-04-11 00:00:00.000,D,27,2022-04-12 00:00:00.000,489.5671,1223.1006,231.2539
184,2022-04-11 00:00:00.000,D,3,2022-04-13 00:00:00.000,139.5195,733.9006,-917.5447
185,2022-04-11 00:00:00.000,D,13,2022-04-13 00:00:00.000,350.4852,106.1579,564.3807
186,2022-04-11 00:00:00.000,D,27,2022-04-13 00:00:00.000,414.112,485.4125,-336.2544
187,2022-04-11 00:00:00.000,D,3,2022-04-14 00:00:00.000,452.254,50.3775,942.5827
188,2022-04-11 00:00:00.000,D,13,2022-04-14 00:00:00.000,358.9985,885.0127,750.313
189,2022-04-11 00:00:00.000,D,27,2022-04-14 00:00:00.000,1130.7257,372.7076,-1025.8753
190,2022-04-11 00:00:00.000,D,3,2022-04-15 00:00:00.000,62.4222,321.1736,-187.5504
191,2022-04-11 00:00:00.000,D,13,2022-04-15 00:00:00.000,198.2818,1243.5573,333.0768
192,2022-04-11 00:00:00.000,D,27,2022-04-15 00:00:00.000,723.3288,987.5808,-661.7941
193,2022-04-11 00:00:00.000,D,3,2022-04-16 00:00:00.000,885.8222,21.4878,-17.3961
194,2022-04-11 00:00:00.000,D,13,2022-04-16 00:00:00.000,36.0994,517.9622,-100.6357
195,2022-04-11 00:00:00.000,D,27,2022-04-16 00:00:00.000,225.4456,1056.7032,158.7866
196,2022-04-11 00:00:00.000,D,3,2022-04-17 00:00:00.000,329.197,1327.0883,137.8895
197,2022-04-11 00:00:00.000,D,13,2022-04-17 00:00:00.000,114.5543,1359.7697,-118.4324
198,2022-04-11 00:00:00.000,D,27,2022-04-17 00:00:00.000,848.5103,429.3556,6.6922
199,2022-04-11 00:00:00.000,D,3,2022-04-18 00:00:00.000,325.3917,686.2627,1.1717
200,2022-04-11 00:00:00.000,D,13,2022-04-18 00:00:00.000,55.6422,536.061,-873.9084
201,2022-04-11 00:00:00.000,D,27,2022-04-18 00:00:00.000,865.4882,1355.1028,-15.9428
202,2022-04-11 00:00:00.000,W,3,2022-04-18 00:00:00.000,6048.17,7372.9643,-4127.9928
203,2022-04-11 00:00:00.000,W,13,2022-04-18 00:00:00.000,5905.1754,2622.78,-8360.4165
204,2022-04-11 00:00:00.000,W,27,2022-04-18 00:00:00.000,856.4804,7604.3176,-5193.6958
205,2022-04-11 00:00:00.000,W,3,2022-04-25 00:00:00.000,4275.7862,4717.9608,-5692.7019
206,2022-04-11 00:00:00.000,W,13,2022-04-25 00:00:00.000,2293.2819,7294.2253,-198.986
207,2022-04-11 00:00:00.000,W,27,2022-04-25 00:00:00.000,3985.983,4437.0456,-997.2181
208,2022-04-11 00:00:00.000,M,3,2022-05-11 00:00:00.000,9114.966,10460.5402,-21243.3137
209,2022-04-11 00:00:00.000,M,13,2022-05-11 00:00:00.000,25449.731,32052.7355,-38712.0022
210,2022-04-11 00:00:00.000,M,27,2022-05-11 00:00:00.000,16375.3242,20401.4202,-16000.861
211,2022-04-12 00:00:00.000,D,3,2022-04-13 00:00:00.000,1107.6667,778.466,-632.461
212,2022-04-12 00:00:00.000,D,13,2022-04-13 00:00:00.000,3.1049,712.3221,446.5061
213,2022-04-12 00:00:00.000,D,27,2022-04-13 00:00:00.000,470.4607,791.931,-347.3545
214,2022-04-12 00:00:00.000,D,3,2022-04-14 00:00:00.000,522.9656,878.9172,-157.2493
215,2022-04-12 00:00:00.000,D,13,2022-04-14 00:00:00.000,175.8993,478.8137,-34.5597
216,2022-04-12 00:00:00.000,D,27,2022-04-14 00:00:00.000,1212.6613,776.5903,-153.5598
217,2022-04-12 00:00:00.000,D,3,2022-04-15 00:00:00.000,1089.2295,235.0674,-761.5015
218,2022-04-12 00:00:00.000,D,13,2022-04-15 00:00:00.000,361.0246,77.7853,-1092.0097
219,2022-04-12 00:00:00.000,D,27,2022-04-15 00:00:00.000,683.089,1290.1585,-799.3694
220,2022-04-12 00:00:00.000,D,3,2022-04-16 00:00:00.000,820.0947,544.5214,-85.8398
221,2022-04-12 00:00:00.000,D,13,2022-04-16 00:00:00.000,182.701,1339.6945,-188.1735
222,2022-04-12 00:00:00.000,D,27,2022-04-16 00:00:00.000,398.8492,301.5492,518.8631
223,2022-04-12 00:00:00.000,D,3,2022-04-17 00:00:00.000,22.2442,438.3878,379.4575
224,2022-04-12 00:00:00.000,D,13,2022-04-17 00:00:00.000,1102.1075,750.6893,-1173.5537
225,2022-04-12 00:00:00.000,D,27,2022-04-17 00:00:00.000,937.8382,942.6024,232.7689
226,2022-04-12 00:00:00.000,D,3,2022-04-18 00:00:00.000,1214.5224,1220.8782,-299.942
227,2022-04-12 00:00:00.000,D,13,2022-04-18 00:00:00.000,925.8262,1098.3993,-349.1857
228,2022-04-12 00:00:00.000,D,27,2022-04-18 00:00:00.000,711.4603,335.2065,-192.9487
229,2022-04-12 00:00:00.000,D,3,2022-04-19 00:00:00.000,990.2963,357.6923,-349.47
230,2022-04-12 00:00:00.000,D,13,2022-04-19 00:00:00.000,65.3753,1355.7074,483.9577
231,2022-04-12 00:00:00.000,D,27,2022-04-19 00:00:00.000,1098.7158,723.3054,491.2565
232,2022-04-12 00:00:00.000,W,3,2022-04-19 00:00:00.000,5668.0469,785.9546,-8436.3994
233,2022-04-12 00:00:00.000,W,13,2022-04-19 00:00:00.000,2222.6877,6852.6564,-7594.3877
234,2022-04-12 00:00:00.000,W,27,2022-04-19 00:00:00.000,5111.0874,661.8615,-4993.0895
235,2022-04-12 00:00:00.000,W,3,2022-04-26 00:00:00.000,8600.2988,4260.105,-5281.2528
236,2022-04-12 00:00:00.000,W,13,2022-04-26 00:00:00.000,7685.7473,2785.6058,-5675.7262
237,2022-04-12 00:00:00.000,W,27,2022-04-26 00:00:00.000,4147.8638,6864.843,-4368.9975
238,2022-04-12 00:00:00.000,M,3,2022-05-12 00:00:00.000,35372.4136,23194.2708,-7406.834
239,2022-04-12 00:00:00.000,M,13,2022-05-12 00:00:00.000,31650.1486,30032.3243,-25173.7575
240,2022-04-12 00:00:00.000,M,27,2022-05-12 00:00:00.000,34118.9656,16135.7703,-29847.0946
241,2022-04-13 00:00:00.000,D,3,2022-04-14 00:00:00.000,531.8783,326.1476,-345.606
242,2022-04-13 00:00:00.000,D,13,2022-04-14 00:00:00.000,994.1625,486.9673,-873.3318
243,2022-04-13 00:00:00.000,D,27,2022-04-14 00:00:00.000,405.7182,227.2323,575.9619
244,2022-04-13 00:00:00.000,D,3,2022-04-15 00:00:00.000,14.7874,951.1385,149.8615
245,2022-04-13 00:00:00.000,D,13,2022-04-15 00:00:00.000,583.8319,619.5668,38.4291
246,2022-04-13 00:00:00.000,D,27,2022-04-15 00:00:00.000,318.8069,904.9214,64.8692
247,2022-04-13 00:00:00.000,D,3,2022-04-16 00:00:00.000,802.837,1297.2075,60.7893
248,2022-04-13 00:00:00.000,D,13,2022-04-16 00:00:00.000,117.5656,1010.0432,217.5371
249,2022-04-13 00:00:00.000,D,27,2022-04-16 00:00:00.000,1230.6223,974.2494,-1132.9683
250,2022-04-13 00:00:00.000,D,3,2022-04-17 00:00:00.000,1068.9608,1046.2654,236.8054
251,2022-04-13 00:00:00.000,D,13,2022-04-17 00:00:00.000,856.7084,777.0864,-211.3321
252,2022-04-13 00:00:00.000,D,27,2022-04-17 00:00:00.000,961.0897,1037.3512,6.0243
253,2022-04-13 00:00:00.000,D,3,2022-04-18 00:00:00.000,689.4427,307.2292,289.7798
254,2022-04-13 00:00:00.000,D,13,2022-04-18 00:00:00.000,640.1562,913.1635,231.3572
255,2022-04-13 00:00:00.000,D,27,2022-04-18 00:00:00.000,1061.2284,720.4092,-527.3674
256,2022-04-13 00:00:00.000,D,3,2022-04-19 00:00:00.000,618.2904,623.2367,93.8334
257,2022-04-13 00:00:00.000,D,13,2022-04-19 00:00:00.000,646.1691,987.2949,490.892
258,2022-04-13 00:00:00.000,D,27,2022-04-19 00:00:00.000,873.6034,582.0075,-939.3327
259,2022-04-13 00:00:00.000,D,3,2022-04-20 00:00:00.000,981.7151,779.6049,-277.5824
260,2022-04-13 00:00:00.000,D,13,2022-04-20 00:00:00.000,502.6476,1286.6842,-339.9096
261,2022-04-13 00:00:00.000,D,27,2022-04-20 00:00:00.000,556.1389,372.5228,-753.7096
262,2022-04-13 00:00:00.000,W,3,2022-04-20 00:00:00.000,7442.9961,9210.9079,-513.7648
263,2022-04-13 00:00:00.000,W,13,2022-04-20 00:00:00.000,1799.0543,5317.8224,-2539.2554
264,2022-04-13 00:00:00.000,W,27,2022-04-20 00:00:00.000,3832.3402,8537.1973,-8144.1466
265,2022-04-13 00:00:00.000,W,3,2022-04-27 00:00:00.000,8013.3145,165.2574,-5633.4518
